0	Adventurous	I love experiencing new cultures
0	Adventurous	This makes me want to grab my rock-climbing gear!
0	Adventurous	Those look like storm clouds rolling in. I want to follow those clouds and see where this storm will be.
0	Adventurous	Can I eat the flower?  Can I smoke the flower?  I am going to plant a field of flowers and be a pink flower farmer!
0	Adventurous	I'm going to give you a run for your money
0	Adventurous	This house makes you want to go in and explore.
0	Adventurous	I'm not sure what this meatball is made of but I'm going to try it anyway!
0	Adventurous	What a great day to discover some new plants!
0	Adventurous	I love to see new places.
0	Adventurous	Wanna go stay in that house for a night?
0	Adventurous	seeing the different shoes makes me want to go out and buy some athletic shoes that I could hike mountains with
0	Adventurous	Looks as if they are about to go to a football game.
0	Adventurous	I wonder what's inside that open door.
0	Adventurous	Fair County The At Day Big A For Ready Getting Us Guy This
0	Adventurous	Wow, what a sight!  I can't wait to visit!
0	Adventurous	Let see how many lives I can ruin tonight
0	Adventurous	What a bold use of simple colors.
0	Adventurous	The strange writing makes me feel like going on a journey.
0	Adventurous	I would love to go quadding here.
0	Adventurous	i want to live here
0	Adventurous	This is not something i would usually do.
0	Adventurous	I would love to go hike every inch that's featured in this picture!
0	Adventurous	Look at Becky running like a gazelle, she's lifting those knees like she's climbing a mountain.
0	Adventurous	I want some of what he's on!
0	Adventurous	Whats the prize for finding waldo
0	Adventurous	Hop in and lets do this
0	Adventurous	I would love to go out on a boat with my dog and sail the world.
0	Adventurous	That rider is always winning his races, its amazing how he never backs down from horse racing.
0	Adventurous	One can't help but feel there is a journey along those tracks.
0	Adventurous	This is the look you give your friend right before proposing the next adventure.
0	Adventurous	I would totally go after her number
0	Adventurous	I bet being in that race car would be a thrill.
0	Adventurous	That rock star is so cool I would love to go road tripping with him
0	Adventurous	This is that Puffin I banded at the Galapagos last year.
0	Adventurous	Lets go play with this fire
0	Adventurous	I couldn't wait to participate in a glorious live action roll play that was to follow our parade.
0	Adventurous	Here at the street fair, we will each try four foods.  The sickest person wins.
0	Adventurous	I could imagine just picking up and running off to this country. Look at that turquoise water!
0	Adventurous	Anyone else feel like painting their house green?
0	Adventurous	the world is so vast! why not go explore it?
0	Adventurous	Sunsets like these are what makes me chase my next adventure. They're the perfect way to end a day.
0	Adventurous	I think I'm going to take a walk on the wild side and get wet!
0	Adventurous	I want to run in traffic.
0	Adventurous	Loved the band at this crazy venue
0	Adventurous	I love to travel to this place it looks cool to me
0	Adventurous	it is a river full of fun!
0	Adventurous	Livin' large, bro.  Let's hang out.
0	Adventurous	A cape for cycling sounds great, like someone with a soul that couldn't be slowed down would need this.
0	Adventurous	"Oh, yeah! I'll definitely join you on stage to play the drum solo in ""Radar Love""!"
0	Adventurous	I love the look of that wide open space. I'd love to get lost here.
0	Adventurous	I want to go there next year and wave a flag.
0	Adventurous	I would love to pitch at a professional game.
